test_name task_name gold_standard_file model model_configuration metric score_value
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities KNN K=3 accuracy 0.7395033037138301
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities C45 - accuracy 0.5690760993392571
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=100 accuracy 0.7755901116427432
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=1.0 accuracy 0.6944884939621782
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities NB - accuracy 0.7852586010480747
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=0.001 accuracy 0.500751879699248
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=0.1 accuracy 0.500751879699248
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=10.0 accuracy 0.7809637730690363
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=0.01 accuracy 0.500751879699248
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=1000 accuracy 0.7755901116427432
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities KNN K=3 accuracy 0.7395033037138301
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities C45 - accuracy 0.5637878787878787
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=100 accuracy 0.7755901116427432
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=1.0 accuracy 0.6944884939621782
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities NB - accuracy 0.7852586010480747
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=0.001 accuracy 0.500751879699248
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=0.1 accuracy 0.500751879699248
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=10.0 accuracy 0.7809637730690363
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=0.01 accuracy 0.500751879699248
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=1000 accuracy 0.7755901116427432
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities KNN K=3 accuracy 0.7395033037138301
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities C45 - accuracy 0.5616883116883116
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=100 accuracy 0.7755901116427432
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=1.0 accuracy 0.6944884939621782
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities NB - accuracy 0.7852586010480747
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=0.001 accuracy 0.500751879699248
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=0.1 accuracy 0.500751879699248
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=10.0 accuracy 0.7809637730690363
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=0.01 accuracy 0.500751879699248
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=1000 accuracy 0.7755901116427432
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities KNN K=3 accuracy 0.7395033037138301
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities C45 - accuracy 0.5607974481658693
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=100 accuracy 0.7755901116427432
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=1.0 accuracy 0.6944884939621782
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities NB - accuracy 0.7852586010480747
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=0.001 accuracy 0.500751879699248
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=0.1 accuracy 0.500751879699248
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=10.0 accuracy 0.7809637730690363
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=0.01 accuracy 0.500751879699248
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=1000 accuracy 0.7755901116427432
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities KNN K=3 accuracy 0.7395033037138301
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities C45 - accuracy 0.5639598997493735
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=100 accuracy 0.7755901116427432
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=1.0 accuracy 0.6944884939621782
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities NB - accuracy 0.7852586010480747
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=0.001 accuracy 0.500751879699248
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=0.1 accuracy 0.500751879699248
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=10.0 accuracy 0.7809637730690363
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=0.01 accuracy 0.500751879699248
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=1000 accuracy 0.7755901116427432
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities KNN K=3 accuracy 0.7395033037138301
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities C45 - accuracy 0.5614331282752338
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=100 accuracy 0.7755901116427432
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=1.0 accuracy 0.6944884939621782
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities NB - accuracy 0.7852586010480747
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=0.001 accuracy 0.500751879699248
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=0.1 accuracy 0.500751879699248
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=10.0 accuracy 0.7809637730690363
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=0.01 accuracy 0.500751879699248
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=1000 accuracy 0.7755901116427432
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities KNN K=3 accuracy 0.7395033037138301
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities C45 - accuracy 0.5681259968102073
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=100 accuracy 0.7755901116427432
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=1.0 accuracy 0.6944884939621782
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities NB - accuracy 0.7852586010480747
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=0.001 accuracy 0.500751879699248
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=0.1 accuracy 0.500751879699248
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=10.0 accuracy 0.7809637730690363
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=0.01 accuracy 0.500751879699248
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=1000 accuracy 0.7755901116427432
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities KNN K=3 accuracy 0.7395033037138301
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities C45 - accuracy 0.5716279334700387
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=100 accuracy 0.7755901116427432
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=1.0 accuracy 0.6944884939621782
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities NB - accuracy 0.7852586010480747
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=0.001 accuracy 0.500751879699248
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=0.1 accuracy 0.500751879699248
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=10.0 accuracy 0.7809637730690363
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=0.01 accuracy 0.500751879699248
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=1000 accuracy 0.7755901116427432
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities KNN K=3 accuracy 0.7395033037138301
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities C45 - accuracy 0.5700375939849625
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=100 accuracy 0.7755901116427432
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=1.0 accuracy 0.6944884939621782
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities NB - accuracy 0.7852586010480747
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=0.001 accuracy 0.500751879699248
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=0.1 accuracy 0.500751879699248
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=10.0 accuracy 0.7809637730690363
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=0.01 accuracy 0.500751879699248
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=1000 accuracy 0.7755901116427432
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities KNN K=3 accuracy 0.7395033037138301
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities C45 - accuracy 0.5623388015493276
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=100 accuracy 0.7755901116427432
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=1.0 accuracy 0.6944884939621782
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities NB - accuracy 0.7852586010480747
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=0.001 accuracy 0.500751879699248
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=0.1 accuracy 0.500751879699248
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=10.0 accuracy 0.7809637730690363
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=0.01 accuracy 0.500751879699248
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=1000 accuracy 0.7755901116427432
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities KNN K=3 accuracy 0.7395033037138301
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities C45 - accuracy 0.5693586238323081
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=100 accuracy 0.7755901116427432
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=1.0 accuracy 0.6944884939621782
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities NB - accuracy 0.7852586010480747
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=0.001 accuracy 0.500751879699248
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=0.1 accuracy 0.500751879699248
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=10.0 accuracy 0.7809637730690363
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=0.01 accuracy 0.500751879699248
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=1000 accuracy 0.7755901116427432
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities KNN K=3 accuracy 0.7395033037138301
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities C45 - accuracy 0.5635349737981318
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=100 accuracy 0.7755901116427432
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=1.0 accuracy 0.6944884939621782
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities NB - accuracy 0.7852586010480747
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=0.001 accuracy 0.500751879699248
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=0.1 accuracy 0.500751879699248
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=10.0 accuracy 0.7809637730690363
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=0.01 accuracy 0.500751879699248
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=1000 accuracy 0.7755901116427432
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities KNN K=3 accuracy 0.7395033037138301
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities C45 - accuracy 0.5649544315333789
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=100 accuracy 0.7755901116427432
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=1.0 accuracy 0.6944884939621782
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities NB - accuracy 0.7852586010480747
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=0.001 accuracy 0.500751879699248
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=0.1 accuracy 0.500751879699248
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=10.0 accuracy 0.7809637730690363
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=0.01 accuracy 0.500751879699248
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=1000 accuracy 0.7755901116427432
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities KNN K=3 accuracy 0.7395033037138301
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities C45 - accuracy 0.5658806106174528
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=100 accuracy 0.7755901116427432
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=1.0 accuracy 0.6944884939621782
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities NB - accuracy 0.7852586010480747
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=0.001 accuracy 0.500751879699248
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=0.1 accuracy 0.500751879699248
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=10.0 accuracy 0.7809637730690363
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=0.01 accuracy 0.500751879699248
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=1000 accuracy 0.7755901116427432
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities KNN K=3 accuracy 0.7395033037138301
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities C45 - accuracy 0.5606368193210298
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=100 accuracy 0.7755901116427432
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=1.0 accuracy 0.6944884939621782
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities NB - accuracy 0.7852586010480747
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=0.001 accuracy 0.500751879699248
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=0.1 accuracy 0.500751879699248
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=10.0 accuracy 0.7809637730690363
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=0.01 accuracy 0.500751879699248
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=1000 accuracy 0.7755901116427432
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities KNN K=3 accuracy 0.7395033037138301
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities C45 - accuracy 0.5592948279790384
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=100 accuracy 0.7755901116427432
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=1.0 accuracy 0.6944884939621782
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities NB - accuracy 0.7852586010480747
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=0.001 accuracy 0.500751879699248
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=0.1 accuracy 0.500751879699248
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=10.0 accuracy 0.7809637730690363
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=0.01 accuracy 0.500751879699248
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=1000 accuracy 0.7755901116427432
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities KNN K=3 accuracy 0.7395033037138301
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities C45 - accuracy 0.5656151742993847
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=100 accuracy 0.7755901116427432
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=1.0 accuracy 0.6944884939621782
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities NB - accuracy 0.7852586010480747
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=0.001 accuracy 0.500751879699248
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=0.1 accuracy 0.500751879699248
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=10.0 accuracy 0.7809637730690363
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=0.01 accuracy 0.500751879699248
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=1000 accuracy 0.7755901116427432
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities KNN K=3 accuracy 0.7395033037138301
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities C45 - accuracy 0.5736454773296875
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=100 accuracy 0.7755901116427432
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=1.0 accuracy 0.6944884939621782
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities NB - accuracy 0.7852586010480747
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=0.001 accuracy 0.500751879699248
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=0.1 accuracy 0.500751879699248
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=10.0 accuracy 0.7809637730690363
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=0.01 accuracy 0.500751879699248
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=1000 accuracy 0.7755901116427432
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities KNN K=3 accuracy 0.7395033037138301
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities C45 - accuracy 0.5682968785600364
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=100 accuracy 0.7755901116427432
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=1.0 accuracy 0.6944884939621782
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities NB - accuracy 0.7852586010480747
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=0.001 accuracy 0.500751879699248
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=0.1 accuracy 0.500751879699248
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=10.0 accuracy 0.7809637730690363
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=0.01 accuracy 0.500751879699248
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=1000 accuracy 0.7755901116427432
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities KNN K=3 accuracy 0.7395033037138301
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities C45 - accuracy 0.5620893141945775
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=100 accuracy 0.7755901116427432
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=1.0 accuracy 0.6944884939621782
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities NB - accuracy 0.7852586010480747
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=0.001 accuracy 0.500751879699248
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=0.1 accuracy 0.500751879699248
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=10.0 accuracy 0.7809637730690363
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=0.01 accuracy 0.500751879699248
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=1000 accuracy 0.7755901116427432
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities KNN K=3 accuracy 0.7395033037138301
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities C45 - accuracy 0.5724698108908635
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=100 accuracy 0.7755901116427432
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=1.0 accuracy 0.6944884939621782
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities NB - accuracy 0.7852586010480747
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=0.001 accuracy 0.500751879699248
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=0.1 accuracy 0.500751879699248
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=10.0 accuracy 0.7809637730690363
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=0.01 accuracy 0.500751879699248
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=1000 accuracy 0.7755901116427432
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities KNN K=3 accuracy 0.7395033037138301
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities C45 - accuracy 0.5620050125313284
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=100 accuracy 0.7755901116427432
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=1.0 accuracy 0.6944884939621782
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities NB - accuracy 0.7852586010480747
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=0.001 accuracy 0.500751879699248
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=0.1 accuracy 0.500751879699248
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=10.0 accuracy 0.7809637730690363
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=0.01 accuracy 0.500751879699248
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=1000 accuracy 0.7755901116427432
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities KNN K=3 accuracy 0.7395033037138301
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities C45 - accuracy 0.5604545454545455
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=100 accuracy 0.7755901116427432
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=1.0 accuracy 0.6944884939621782
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities NB - accuracy 0.7852586010480747
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=0.001 accuracy 0.500751879699248
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=0.1 accuracy 0.500751879699248
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=10.0 accuracy 0.7809637730690363
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=0.01 accuracy 0.500751879699248
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=1000 accuracy 0.7755901116427432
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities KNN K=3 accuracy 0.7395033037138301
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities C45 - accuracy 0.5741615402141719
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=100 accuracy 0.7755901116427432
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=1.0 accuracy 0.6944884939621782
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities NB - accuracy 0.7852586010480747
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=0.001 accuracy 0.500751879699248
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=0.1 accuracy 0.500751879699248
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=10.0 accuracy 0.7809637730690363
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=0.01 accuracy 0.500751879699248
/media/marpel/DATA/uniform_cities_200_cosine_2_10 Classification Cities SVM C=1000 accuracy 0.7755901116427432
/media/marpel/DATA/uniform_cities_200_cosine_2_1 Classification Cities KNN K=3 accuracy 0.7395033037138301
/media/marpel/DATA/uniform_cities_200_cosine_2_1 Classification Cities C45 - accuracy 0.5685064935064934
/media/marpel/DATA/uniform_cities_200_cosine_2_1 Classification Cities SVM C=100 accuracy 0.7755901116427432
/media/marpel/DATA/uniform_cities_200_cosine_2_1 Classification Cities SVM C=1.0 accuracy 0.6944884939621782
/media/marpel/DATA/uniform_cities_200_cosine_2_1 Classification Cities NB - accuracy 0.7852586010480747
/media/marpel/DATA/uniform_cities_200_cosine_2_1 Classification Cities SVM C=0.001 accuracy 0.500751879699248
/media/marpel/DATA/uniform_cities_200_cosine_2_1 Classification Cities SVM C=0.1 accuracy 0.500751879699248
/media/marpel/DATA/uniform_cities_200_cosine_2_1 Classification Cities SVM C=10.0 accuracy 0.7809637730690363
/media/marpel/DATA/uniform_cities_200_cosine_2_1 Classification Cities SVM C=0.01 accuracy 0.500751879699248
/media/marpel/DATA/uniform_cities_200_cosine_2_1 Classification Cities SVM C=1000 accuracy 0.7755901116427432
/media/marpel/DATA/uniform_cities_200_cosine_2_7 Classification Cities KNN K=3 accuracy 0.7395033037138301
/media/marpel/DATA/uniform_cities_200_cosine_2_7 Classification Cities C45 - accuracy 0.5647744360902258
/media/marpel/DATA/uniform_cities_200_cosine_2_7 Classification Cities SVM C=100 accuracy 0.7755901116427432
